medcode	stdterm	attrstring	linkto	comment
609144	 gait veer to right 	TTIT	405	
609145	 bradykinesia 	T	405	
609146	 unsteady gait 	TT	19052	
609147	 hemiplegic gait 	TT	49141	
609148	 staggering 	T	2538	
609149	 senile ataxia 	TT	3428	
609150	 syndrome presenility ataxia 	TTT	3428	
609151	 dysgraphia congenital 	TT	33916	
609152	 inco ordination tics echolalia coprolali 	TTTTT	15455	
609153	 inco ordination 	TT	15455	
609154	 disturbance coordination 	TT	15455	
609155	 transient paresis 	TT	3608	
609156	 paresis 	T	3608	
609157	 paralysis leg transient 	TTT	29657	
609158	 paralysis arm transient 	TTT	29657	
609159	 transient monoplegia 	TT	29657	
609160	 irritation dural 	TT	4920	
609161	 irritation dural anterior 	TTT	4920	
609162	 spasm carpopedal 	TT	16782	
609163	 problem posture 	TT	15522	
609164	 pain musculoskeletal 	TT	1455	
609165	 thumb clicking 	TT	8217	
609166	 vague symptoms skin 	TTT	20199	
609167	 sensation disturbance 	TT	3011	
609168	 loss of sensation 	TIT	15380	
609169	 skin burning sensation 	TTT	2884	
609170	 sensation burning chest 	TTT	2884	
609171	 sensation burning 	TT	2884	
609172	 burning sensation abdomen 	TTT	2884	
609173	 sensation prickly 	TT	1760	
609174	 tingling 	T	275	
609175	 tingling post traumatic 	TTT	275	
609176	 hemihypoaesthesia 	T	18136	
609177	 pins and needles 	TIT	2012	
609178	 paraesthesia circumoral 	TT	2012	
609179	 paraesthesia anoxic 	TT	2012	
609180	 walking paraestesia 	TT	2012	
609181	 skin eruption 	TT	472	
609182	 livido reticularis 	TT	472	
609183	 spots skin 	TT	472	
609184	 exanthema 	T	11209	
609185	 spots penis 	TT	19451	
609186	 skin rash 	TT	149	
609187	 spot 	T	907	
609188	 pimples 	T	907	
609189	 soft tissue swelling 	TTT	1710	
609190	 swelling skin 	TT	1710	
609191	 skin bulge 	TT	1710	
609192	 swelling lumbosacral 	TT	1884	
609193	 swelling lower back 	TTT	1884	
609194	 swelling lumbar 	TT	1884	
609195	 swelling sacroiliac 	TT	1884	
609196	 swelling back 	TT	1884	
609197	 skin mass 	TT	1935	
609198	 scar lump 	TT	3657	
609199	 muscle lump 	TT	3657	
609200	 mass skin 	TT	3657	
609201	 subcutaneous nodule thigh 	TTT	823	
609202	 nodule lower leg 	TTT	823	
609203	 lump subcutaneous 	TT	823	
609204	 perineum nodule 	TT	823	
609205	 subcutaneous nodules multiple 	TTT	823	
609206	 nodule under skin 	TTT	823	
609207	 subcutaneous nodule 	TT	823	
609208	 swelling arm 	TT	961	
609209	 swelling forearm 	TT	961	
609210	 lump forearm 	TT	961	
609211	 lump axilla 	TT	2591	
609212	 swelling axilla 	TT	2591	
609213	 cyst axillary 	TT	2591	
609214	 lump armpit 	TT	2591	
609215	 lump back 	TT	29328	
609216	 lump foot due pressure 	TTIT	942	
609217	 lump foot 	TT	942	
609218	 cyst foot 	TT	942	
609219	 swelling foot 	TT	942	
609220	 swelling deltoid 	TT	2615	
609221	 lump shoulder 	TT	2615	
609222	 swelling shoulder 	TT	2615	
609223	 lump hand 	TT	1026	
609224	 swelling hand 	TT	1026	
609225	 lump knee 	TT	1532	
609226	 cyst knee 	TT	1532	
609227	 lump leg 	TT	4154	
609228	 lump shin 	TT	16842	
609229	 lump thigh 	TT	4540	
609230	 swelling fingers 	TT	2718	
609231	 cyst finger 	TT	2718	
609232	 lump wrist 	TT	4200	
609233	 swelling wrist 	TT	4200	
609234	 toe swelling 	TT	2185	
609235	 swelling subungual 	TT	17450	
609236	 swelling buttock 	TT	26409	
609237	 oedema idiopathic 	TT	4950	
609238	 postural oedema 	TT	11396	
609239	 oedema dependent 	TT	15477	
609240	 jaundice fading 	TT	355	
609241	 jaundice painless 	TT	355	
609242	 jaundice drug induced 	TTT	355	
609243	 jaundice fluctuating 	TT	355	
609244	 jaundice decreasing 	TT	355	
609245	 jaundice increasing 	TT	355	
609246	 icterus 	T	355	
609247	 jaundice after injection / inoculation / tra 	TTOIOIO	2612	
609248	 skin change colour 	TTT	29558	
609249	 vasomotor phenomenon 	TT	5143	
609250	 plethoric complexion 	TT	5143	
609251	 blushing abnormal 	TT	18279	
609252	 warm feeling 	TT	15051	
609253	 rash petechial 	TT	4166	
609254	 petechial rash 	TT	4166	
609255	 petechia 	T	4166	
609256	 petechial haemorrhage 	TT	4166	
609257	 waxy skin 	TT	15059	
609258	 texture skin change 	TTT	15059	
609259	 wrinkling facial skin 	TTT	15059	
609260	 wrinkles skin 	TT	15059	
609261	 thickening flexor aspects finger 	TTTT	8209	
609262	 thickened skin 	TT	8209	
609263	 anorectic 	T	912	
609264	 lack of appetite 	IIF	1855	
609265	 appetite recent loss of 	TTTI	1855	
609266	 decreased appetite 	TT	1855	
609267	 aphagia 	T	1855	
609268	 appetite abnormal decreased 	TTT	1855	
609269	 absence appetite 	TT	1855	
609270	 development abnormal increase 	TTT	6533	
609271	 weight loss recent 	TTT	3647	
609272	 underweight due weight loss 	TITT	3647	
609273	 unable to nurse breast feeding 	TITTT	24746	
609274	 nursing difficulty breast feeding 	TTTT	24746	
609275	 slow development 	TT	4815	
609276	 underactivity infant 	TT	23887	
609277	 failure to thrive perinatal 	TITT	303	
609278	 small size for age 	TTTT	1164	
609279	 stature poor 	TT	435	
609280	 stature small 	TT	435	
609281	 stature small familial 	TTT	39271	
609282	 underdevelopment physiological 	TT	27467	
609283	 appetite suppressants 	TT	15235	
609284	 bulimia 	T	605	
609285	 television headache 	TT	1197	
609286	 headache cough 	TT	1197	
609287	 sore face 	TT	3014	
609288	 pain face 	TT	3014	
609289	 face cramp 	TT	3014	
609290	 pain head 	TT	5056	
609291	 ache jaw 	TT	1286	
609292	 pain jaw 	TT	1286	
609293	 swelling jaw 	TT	3074	
609294	 swelling cheek 	TT	3074	
609295	 swelling neck 	TT	3074	
609296	 swelling back of head 	TTIT	3074	
609297	 swelling cervical spine 	TTT	3074	
609298	 lump behind ear 	TTT	4248	
609299	 lump cheek 	TT	4248	
609300	 middle fossa mass 	TTT	28036	
609301	 mass anterior fossa 	TTT	28036	
609302	 posterior fossa mass 	TTT	28036	
609303	 neck lump 	TT	1461	
609304	 lesion intracranial 	TT	28146	
609305	 lump head 	TT	3526	
609306	 lump nose 	TT	12501	
609307	 cyst submental 	TT	9784	
609308	 swelling submandibular 	TT	9784	
609309	 swelling pinna 	TT	16912	
609310	 swelling ear 	TT	16912	
609311	 swelling ear lobe 	TTT	16912	
609312	 language abolition 	TT	15651	
609313	 aphasia choreatic 	TT	15651	
609314	 aphasia verbal 	TT	15651	
609315	 aphasia visual 	TT	15651	
609316	 jargon aphasia 	TT	15651	
609317	 dumb mute 	TT	15651	
609318	 speech none 	TT	15651	
609319	 aphasia semantic 	TT	15651	
609320	 aphasia global 	TT	15651	
609321	 aphasia syntactic 	TT	15651	
609322	 nominal aphasia 	TT	15651	
609323	 aphasia ataxic 	TT	15651	
609324	 aphasia amnestic 	TT	15651	
609325	 voice monotonous 	TT	6423	
609326	 voice disorder 	TT	2735	
609327	 voice loss of 	TTI	3184	
609328	 whisper speech 	TT	3184	
609329	 voice change 	TT	5281	
609330	 speech nasal 	TT	4054	
609331	 speech pressure 	TT	18039	
609332	 staccato speech 	TT	18039	
609333	 nominal dysphasia 	TT	3537	
609334	 speech slurred 	TT	8752	
609335	 speech disturbance 	TT	5688	
609336	 nominal memory loss 	TTT	20131	
609337	 memory loss for names 	TTTT	20131	
609338	 epistaxis 	T	501	
609339	 nose haemorrhage 	TT	501	
609340	 choking 	T	1360	
609341	 heartbeat fast 	TT	1501	
609342	 tachycardia 	T	1501	
609343	 rapid heart rate 	TTT	1501	
609344	 heartbeat awareness of 	TTI	2825	
609345	 innocent heart murmur 	TTT	2528	
609346	 murmur heart innocent child 	TTTT	18464	
609347	 necrosis 	T	4970	
609348	 necrosis cutaneous 	TT	4970	
609349	 ulcer with gangrene 	TIT	4970	
609350	 skin ischaemia 	TT	4970	
609351	 gangrene arteriosclerotic 	TT	4970	
609352	 shock circulatory 	TT	24185	
609353	 shock endoxin 	TT	46104	
609354	 shock endotoxin 	TT	46104	
609355	 abnormal gland 	TT	1496	
609356	 palpable lymph nodes 	TTT	1496	
609357	 adenopathy lymph node 	TTT	1496	
609358	 glands enlarged 	TT	3181	
609359	 swelling lymph nodes 	TTT	3181	
609360	 bruit abdominal 	TT	5259	
609361	 bruit aortic abdominal 	TTT	5259	
609362	 syndrome hyperventilation 	TT	2100	
609363	 overbreathing 	T	2100	
609364	 rapid breathing 	TT	820	
609365	 fast breathing 	TT	820	
609366	 spell apnea 	TT	982	
609367	 rhythm disorder respiratory 	TTT	27400	
609368	 hypoventilation 	T	9297	
609369	 hypoventilation partial 	TT	9297	
609370	 sob shortness of breath 	TTIT	741	
609371	 fat wheezy baby 	TTT	2210	
609372	 wheezing bronchial 	TT	2210	
609373	 chest symptom allergic 	TTT	2210	
609374	 dyspnoea 	T	3092	
609375	 sighing respiration 	TT	3092	
609376	 cough paroxysmal with vomiting 	TTIT	1160	
609377	 cough after feeds 	TTT	1160	
609378	 cough injury 	TT	1160	
609379	 painful cough 	TT	1160	
609380	 pain due coughing 	TIT	1160	
609381	 cough paroxysmal 	TT	1160	
609382	 cough worse supine 	TTT	1160	
609383	 fever with cough 	TIT	1160	
609384	 tussive syncope 	TT	9799	
609385	 haemorrhage lung 	TT	7285	
609386	 sputum abnormal 	TT	1251	
609387	 sputum excessive 	TT	20086	
609388	 phlegm excessive 	TT	20086	
609389	 tenacious sputum 	TT	36515	
609390	 sternal pain 	TT	2584	
609391	 respiratory pain 	TT	14819	
609392	 respiration painful 	TT	14819	
609393	 ache chest 	TT	7878	
609394	 sore chest 	TT	7878	
609395	 pressure chest 	TT	15528	
609396	 tightness chest 	TT	1270	
609397	 chest pain muscular 	TTT	3518	
609398	 pain intercostal 	TT	3518	
609399	 swelling rib 	TT	15285	
609400	 swelling sternum 	TT	15285	
609401	 lump chest musculature 	TTT	1853	
609402	 lump chest wall 	TTT	1853	
609403	 respiratory sounds abnormal 	TTT	20107	
609404	 respiratory sounds disorder 	TTT	20107	
609405	 hiccup 	T	3151	
609406	 spasm tonic diaphragmatic 	TTT	3151	
609407	 tic diaphragmatic 	TT	3151	
609408	 breath holder child 	TTT	439	
609409	 breath holding attacks 	TTT	439	
609410	 vomiting drug induced 	TTT	22276	
609411	 water brash 	TT	14849	
609412	 swallowing difficulty 	TT	727	
609413	 increased flatulence 	TT	10952	
609414	 pain gas intestinal 	TTT	28285	
609415	 gas excessive bloating 	TTT	14880	
609416	 gas bloating sensation 	TTT	14880	
609417	 gas distention abdominal sensation 	TTTT	14880	
609418	 distention abdomen 	TT	14880	
609419	 sensation bloating 	TT	5150	
609420	 distention bloating sensation 	TTT	5150	
609421	 windy baby 	TT	15920	
609422	 movements bowel abnormal visible perista 	TTTTT	20232	
609423	 incontinence faeces 	TT	1437	
609424	 pain oesophagus 	TT	3920	
609425	 tenesmus rectal 	TT	15756	
609426	 full bladder 	TT	4598	
609427	 urinary dysfunction 	TT	4598	
609428	 micturition difficulty 	TT	4598	
609429	 burning urination 	TT	5350	
609430	 urination painful 	TT	4498	
609431	 pain micturition 	TT	4498	
609432	 urination inability retention 	TTT	1052	
609433	 unable to urinate 	TIT	1052	
609434	 urinary retention 	TT	1052	
609435	 bladder inability to empty 	TTIT	1052	
609436	 unable to empty bladder 	TITT	1052	
609437	 clot retention urine 	TTT	5039	
609438	 urine acute retention 	TTT	3002	
609439	 urinary incontinence 	TT	3283	
609440	 enuresis organic origin 	TTT	4375	
609441	 micturition frequency of 	TTI	503	
609442	 suppression urinary secretion 	TTT	63647	
609443	 urine slowing of stream 	TTIT	5038	
609444	 urine poor stream 	TTT	5038	
609445	 prostalgia 	T	4704	
609446	 prostate pain 	TT	4704	
609447	 uraemia extrarenal 	TT	30928	
609448	 uraemia prerenal 	TT	30928	
609449	 pain bladder 	TT	15243	
609450	 syndrome pseudo perforating painful 	TTTT	1763	
609451	 pain flank 	TT	1763	
609452	 stomach cramps 	TT	2056	
609453	 intestinal colic 	TT	2056	
609454	 colic abdominal 	TT	2056	
609455	 pain abdomen colicky 	TTT	2056	
609456	 colic 	T	1239	
609457	 cramp abdominal 	TT	716	
609458	 umbilical region pain 	TTT	4771	
609459	 pain hypochondrial 	TT	628	
609460	 pain inguinal 	TT	1336	
609461	 pain groin 	TT	1336	
609462	 recurrent abdominal pain 	TTT	2234	
609463	 liver enlarged 	TT	5698	
609464	 enlarged spleen 	TT	3125	
609465	 splenomegaly tropical 	TT	3125	
609466	 swelling abdomen 	TT	4800	
609467	 lump abdomen 	TT	7073	
609468	 lump stomach abdomen 	TTT	7073	
609469	 lump stomach gastric 	TTT	7073	
609470	 pelvic mass not yet diagnosed 	TTIFF	6361	
609471	 pouch of douglas mass 	TITT	6361	
609472	 umbilical papilloma infected 	TTT	11442	
609473	 swelling groin 	TT	2681	
609474	 lump groin 	TT	3006	
609475	 rigidity abdominal 	TT	43055	
609476	 ascites abdominal 	TT	1508	
609477	 cardiovascular ascites 	TT	1508	
609478	 hepatic ascites 	TT	1508	
609479	 latent diabetes 	TT	11818	
609480	 diabetes chemical abnormal biochemistry 	TTTT	11818	
609481	 amylase serum abnormal 	TTT	16138	
609482	 serum magnesium level abnormal 	TTTT	29432	
609483	 sugar blood high 	TTT	1789	
609484	 acetonaemia 	T	24054	
609485	 antibodies heterophil present 	TTT	18921	
609486	 melanuria 	T	24350	
609487	 albumosuria 	T	5451	
609488	 proteinuria exercise 	TT	34680	
609489	 myoglobinuria secondary 	TT	22698	
609490	 myoglobinuria primary 	TT	22698	
609491	 myoglobinuria paralytic 	TT	22698	
609492	 positive glycosuria 	TT	14647	
609493	 abnormal urine constituent 	TTT	44477	
609494	 stools abnormal 	TT	2214	
609495	 unusual colour stools 	TTT	20188	
609496	 stools unusual colour 	TTT	20188	
609497	 rectal mucus 	TT	2276	
609498	 stools pus in 	TTI	20237	
609499	 eeg abnormal 	TT	1659	
609500	 electroencephalogram abnormal 	TT	1659	
609501	 electromyography abnormal 	TT	25001	
609502	 electrocardiogram abnormal 	TT	793	
609503	 bmr abnormal basal metabolic rate 	TTTTT	39284	
609504	 metabolic basal rate raised 	TTTT	39284	
609505	 metabolic function test abnormal 	TTTT	39284	
609506	 antibodies anaphylactic present 	TTT	34379	
609507	 disorder reflex 	TT	8734	
609508	 autonomic dysreflexia 	TT	8734	
609509	 moro reflex asymmetrical 	TTT	37339	
609510	 hypertension labile intermittent 	TTT	10055	
609511	 abnormality seen 	TT	23499	
609512	 senility without psychosis 	TIF	37698	
609513	 tremor senilis 	TT	4214	
609514	 senile deterioration 	TT	9415	
609515	 weak senile 	TT	27430	
609516	 senile fatigue 	TT	24382	
609517	 unknown cause death 	TTT	6811	
609518	 sudden death infant syndrome 	TTTT	4302	
609519	 dropped dead 	TT	15986	
609520	 sudden death nonviolent 	TTT	15986	
609521	 asphyxia due mucus 	TIT	21694	
609522	 aspiration mucus 	TT	21694	
609523	 insufficiency pulmonary 	TT	3959	
609524	 respiratory cardio insufficiency 	TTT	20324	
609525	 nervous mannerism 	TT	2509	
609526	 rundown 	T	1900	
609527	 debility 	T	1900	
609528	 negativelect due brooding 	TIT	2777	
609529	 abiotrophy 	T	15972	
609530	 abulia 	T	15972	
609531	 exotic diagnosis 	TT	545	
609532	 unknown cause 	TT	545	
609533	 unusual diagnosis 	TT	545	
609534	 slowness 	T	11701	
609535	 psychomotor retardation 	TT	11701	
609536	 phosphene 	T	3383	
609537	 reduced ada secretion 	TTT	3383	
609538	 vacuole 	T	3383	
609539	 acrochordon 	T	3383	
609540	 unclassifiable problem 	TT	3383	
609541	 skull fracture 	TT	721	
609542	 fracture occiput 	TT	15184	
609543	 fracture skull vault 	TTT	15184	
609544	 fracture skull frontal 	TTT	3809	
609545	 fracture skull parietal 	TTT	8573	
609546	 fracture skull middle fossa 	TTTT	2461	
609547	 fracture sphenoid 	TT	2461	
609548	 fracture skull anterior fossa 	TTTT	2461	
609549	 fracture skull posterior fossa 	TTTT	2461	
609550	 skull fracture base 	TTT	2461	
609551	 fracture temporal bone 	TTT	5567	
609552	 fracture ethmoid sinus 	TTT	9103	
609553	 skull fracture bone face 	TTTT	9103	
609554	 fracture frontal sinus 	TTT	9103	
609555	 nose broken 	TT	417	
609556	 fracture nose 	TT	417	
609557	 broken nose closed 	TTT	417	
609558	 fracture nasal bones closed 	TTTT	417	
609559	 fracture nasal bones open 	TTTT	3408	
609560	 broken nose open 	TTT	3408	
609561	 fracture lower jaw 	TTT	2642	
609562	 fracture mandible closed 	TTT	2642	
609563	 fracture jaw 	TT	2642	
609564	 fracture mandible 	TT	2642	
609565	 fracture mandible open 	TTT	38050	
609566	 fracture antrum 	TT	14878	
609567	 dislocation maxilla 	TT	4225	
609568	 fracture maxilla 	TT	4225	
609569	 fracture zygoma 	TT	2251	
609570	 fracture malar 	TT	2251	
609571	 fracture dental 	TT	27287	
609572	 fracture orbit 	TT	4978	
609573	 fracture palate 	TT	55531	
609574	 injury intracranial with skull fracture 	TTITT	27492	
609575	 pond fracture 	TT	23780	
609576	 fracture atlas 	TT	5445	
609577	 odontoid fracture 	TT	16277	
609578	 fracture lumbar vertebra 	TTT	3888	
609579	 fracture cervical spine 	TTT	3288	
609580	 fracture sacrum 	TT	3675	
609581	 fracture coccyx 	TT	835	
609582	 fracture os pubis 	TTT	2328	
609583	 fracture pubis 	TT	2328	
609584	 pubic rami fracture 	TTT	2328	
609585	 spinal fracture 	TT	3573	
609586	 transverse process fracture 	TTT	3573	
609587	 fracture vertebral column 	TTT	3573	
609588	 vertebral fracture dislocation 	TTT	3573	
609589	 fracture ribs 	TT	280	
609590	 ribs fracture closed 	TTT	280	
609591	 fracture caused by cough 	TIIT	8968	
609592	 ribs fracture open 	TTT	48224	
609593	 fracture sternum 	TT	3983	
609594	 pelvis fracture 	TT	738	
609595	 fracture acetabulum 	TT	1591	
609596	 fracture malgaigne 	TT	33961	
609597	 malgaigne fracture 	TT	33961	
609598	 fracture trunk bones 	TTT	63242	
609599	 fracture dorsal vertebra 	TTT	5381	
609600	 fracture clavicle 	TT	483	
609601	 fracture collar bone 	TTT	483	
609602	 fracture shoulder blade 	TTT	1177	
609603	 fracture scapula 	TT	1177	
609604	 fracture acromion 	TT	16389	
609605	 glenoid fossa fracture 	TTT	4029	
609606	 fracture humerus 	TT	517	
609607	 fracture elbow 	TT	1250	
609608	 fracture humerus upper end 	TTTT	2101	
609609	 fracture humerus neck 	TTT	2101	
609610	 fracture olecranon 	TT	1548	
609611	 fracture humerus lower end 	TTTT	1548	
609612	 supracondylar fracture humerus 	TTT	1548	
609613	 fracture humerus supra condylar 	TTTT	1548	
609614	 monteggia fracture 	TT	2662	
609615	 fracture wrist 	TT	203	
609616	 fracture colles 	TT	343	
609617	 smiths fracture 	TT	2862	
609618	 fracture radius head 	TTT	2303	
609619	 fracture radius lower end 	TTTT	199	
609620	 fracture radius 	TT	137	
609621	 fracture ulna 	TT	1073	
609622	 fracture radius and ulnar 	TTIT	909	
609623	 fracture carpal 	TT	22375	
609624	 fracture os magnum 	TTT	22375	
609625	 fracture pisiform 	TT	5354	
609626	 fracture trapezium 	TT	26045	
609627	 fracture scaphoid carpal 	TTT	553	
609628	 fracture metacarpus 	TT	993	
609629	 fracture metacarpal bone 	TTT	993	
609630	 fracture hand 	TT	2643	
609631	 fracture finger 	TT	441	
609632	 fracture phalanges 	TT	441	
609633	 fracture thumb 	TT	482	
609634	 stave thumb 	TT	482	
609635	 fracture hand multiple 	TTT	33908	
609636	 broken arm 	TT	1179	
609637	 fracture arm 	TT	1179	
609638	 fracture leg 	TT	2603	
609639	 fracture neck of femur 	TTIT	2225	
609640	 fracture hip 	TT	1994	
609641	 fracture trochanter 	TT	5301	
609642	 fracture lateral condyle femur 	TTTT	8589	
609643	 fracture femur 	TT	520	
609644	 fracture patella 	TT	235	
609645	 fracture tibia and fibula 	TTIT	2630	
609646	 fracture fibula 	TT	806	
609647	 fracture tibia 	TT	971	
609648	 broken ankle 	TT	325	
609649	 fracture ankle 	TT	325	
609650	 fracture malleolus 	TT	325	
609651	 fracture dupuytren 	TT	14826	
609652	 pott fracture 	TT	2250	
609653	 fracture foot 	TT	845	
609654	 fracture tarsus and metatarsus 	TTIT	845	
609655	 fracture metatarsal 	TT	169	
609656	 fracture scaphoid tarsal 	TTT	2710	
609657	 fracture tarsal 	TT	2710	
609658	 fracture os calcis 	TTT	15166	
609659	 fracture cuboid 	TT	4310	
609660	 fracture calcaneum 	TT	1857	
609661	 fracture heel bone 	TTT	1857	
609662	 talus fracture 	TT	2442	
609663	 phalanx distal fracture 	TTT	2672	
609664	 fracture toe 	TT	1873	
609665	 fracture 	T	358	
609666	 fracture ill defined 	TTT	358	
609667	 impaction bone 	TT	358	
609668	 fracture compound 	TT	953	
609669	 dislocation joint chronic 	TTT	475	
609670	 dislocation compound 	TT	475	
609671	 dislocation 	T	475	
609672	 dislocation joint old 	TTT	475	
609673	 derangement joint 	TT	475	
609674	 dislocation joint injury acute / recent 	TTTOIO	475	
609675	 separation joint 	TT	559	
609676	 subluxation 	T	559	
609677	 fracture dislocation 	TT	868	
609678	 temporomandibular joint subluxed 	TTT	272	
609679	 jaw dislocation 	TT	272	
609680	 dislocation mandible 	TT	272	
609681	 temporomandibular joint dislocation 	TTT	272	
609682	 shoulder dislocation 	TT	850	
609683	 dislocation humerus 	TT	23471	
609684	 dislocation collar bone 	TTT	1486	
609685	 dislocation acromioclavicular 	TT	3676	
609686	 dislocation scapula 	TT	14848	
609687	 subluxation acromioclavicular 	TT	1422	
609688	 dislocation elbow 	TT	436	
609689	 dislocation wrist 	TT	3410	
609690	 ulna dislocation 	TT	23503	
609691	 dislocation carpal bone 	TTT	39289	
609692	 dislocation metacarpal 	TT	801	
609693	 dislocation carpometacarpal 	TT	801	
609694	 dislocation hand small bone 	TTTT	35289	
609695	 dislocation thumb 	TT	4851	
609696	 dislocation finger 	TT	985	
609697	 dislocation hip 	TT	423	
609698	 dislocation femur 	TT	423	
609699	 subluxation hip 	TT	423	
609700	 dislocation thigh 	TT	34233	
609701	 subluxation joint hip traumatic 	TTTT	44879	
609702	 knee dislocation 	TT	1479	
609703	 subluxation joint knee traumatic 	TTTT	1479	
609704	 dislocation knee recent / acute 	TTOIO	1479	
609705	 torn meniscus knee recent / acute 	TTTOIO	3116	
609706	 cartilage knee tear recent / acute 	TTTOIO	3116	
609707	 dislocation patella 	TT	254	
609708	 subluxation patella 	TT	254	
609709	 subluxation joint patella traumatic 	TTTT	254	
609710	 separation joint knee 	TTT	6869	
609711	 dislocation astragalus 	TT	10454	
609712	 dislocation fibula 	TT	29982	
609713	 dislocation ankle 	TT	31326	
609714	 dislocation tarsal bone / joint 	TTOIO	31354	
609715	 dislocation metatarsal 	TT	16322	
609716	 dislocation toe 	TT	15580	
609717	 dislocation foot 	TT	37478	
609718	 dislocation neck 	TT	16016	
609719	 dislocation cervical spine 	TTT	16016	
609720	 dislocation vertebral cervical 	TTT	16016	
609721	 dislocation atlas 	TT	54797	
609722	 dislocation atlantoaxial 	TT	43301	
609723	 dislocation axis 	TT	47830	
609724	 dislocation lumbosacral 	TT	38308	
609725	 dislocation lumbar vertebrae 	TTT	38308	
609726	 dislocation dorsal vertebrae 	TTT	62221	
609727	 dislocation spine 	TT	37318	
609728	 vertebral dislocation 	TT	31331	
609729	 dislocation coccyx 	TT	33857	
609730	 dislocation sacrococcygeal 	TT	33857	
609731	 dislocation sacrum 	TT	61340	
609732	 dislocation sacroiliac 	TT	39302	
609733	 dislocation xiphoid 	TT	16232	
609734	 dislocation breast bone 	TTT	16232	
609735	 dislocation sternum 	TT	16232	
609736	 dislocation pelvis 	TT	34194	
609737	 dislocation costochondral 	TT	31076	
609738	 dislocation costal cartilage 	TTT	31076	
609739	 dislocation nose 	TT	15518	
609740	 dislocation rib 	TT	15518	
609741	 subluxation cervical 	TT	29471	
609742	 dislocation arm 	TT	16081	
609743	 dislocation forearm 	TT	16081	
609744	 dislocation back 	TT	27378	
609745	 dislocation hand 	TT	18453	
609746	 strain ligament 	TT	236	
609747	 muscular strain 	TT	236	
609748	 sprain joint 	TT	236	
609749	 strain laryngeal ligaments 	TTT	236	
609750	 sprain 	T	236	
609751	 sprain arm 	TT	7396	
609752	 pulled muscle arm 	TTT	7396	
609753	 sprain upper arm 	TTT	7396	
609754	 acromioclavicular strain 	TT	5397	
609755	 sprain rotator cuff 	TTT	5327	
609756	 supraspinatus sprain 	TT	12394	
609757	 sprain collar bone 	TTT	18509	
609758	 sprain shoulder 	TT	6144	
609759	 ruptured biceps 	TT	778	
609760	 sprain elbow 	TT	546	
609761	 sprain forearm 	TT	16163	
609762	 sprain wrist 	TT	1701	
609763	 sprain carpal 	TT	17483	
609764	 sprain hand 	TT	10960	
609765	 strain groin 	TT	3419	
609766	 sprain upper leg 	TTT	10623	
609767	 quadriceps charley horse 	TTT	22673	
609768	 sprain hip 	TT	5416	
609769	 sprain knee 	TT	551	
609770	 sprain patella 	TT	551	
609771	 sprain meniscus knee 	TTT	551	
609772	 sprain knee cruciate 	TTT	6536	
609773	 pulled muscle calf 	TTT	16777	
609774	 sprain knee cartilage 	TTT	3186	
609775	 sprain leg 	TT	12222	
609776	 pulled muscle ankle 	TTT	1143	
609777	 sprain ankle 	TT	1143	
609778	 sprain ankle ligament 	TTT	1143	
609779	 chronic ankle sprain 	TTT	1143	
609780	 ruptured achilles tendon 	TTT	427	
609781	 laceration achilles tendon 	TTT	12044	
609782	 sprain tarsal 	TT	41729	
609783	 sprain metatarsal 	TT	15975	
609784	 sprain toe 	TT	12161	
609785	 sprain lumbosacral 	TT	1185	
609786	 sprain spine neck 	TTT	2463	
609787	 sprain back neck 	TTT	2463	
609788	 sprain cervicodorsal / cervicothoracic 	TOIO	2463	
609789	 sprain cervical muscle 	TTT	2463	
609790	 sprain neck 	TT	2463	
609791	 whiplash injury neck 	TTT	748	
609792	 sprain lumbar 	TT	2067	
609793	 sprain lumbar acute 	TTT	2067	
609794	 sprain coccyx 	TT	7281	
609795	 sprain back 	TT	306	
609796	 pulled muscle back 	TTT	6278	
609797	 torn ligament knee 	TTT	2726	
609798	 sprain cartilage septal nose 	TTTT	11968	
609799	 temporomandibular strain 	TT	16010	
609800	 dislocation cricoarytenoid 	TT	49264	
609801	 dislocation cricothyroid 	TT	65021	
609802	 sprain rib cage 	TTT	9836	
609803	 sprain cartilage costal 	TTT	8536	
609804	 sprain sternoclavicular joints 	TTT	11908	
609805	 pelvic strain 	TT	27332	
609806	 pulled muscle face 	TTT	20111	
609807	 sprain muscles abdominal wall 	TTTT	20111	
609808	 muscle injury 	TT	2131	
609809	 joint injury 	TT	3017	
609810	 hurt joint 	TT	3017	
609811	 sprain ligament 	TT	1901	
609812	 torn ligament 	TT	1901	
609813	 joint pulled muscle 	TTT	3892	
609814	 sprain muscle 	TT	3892	
609815	 spasm muscle due sprain strain 	TTITT	3892	
609816	 pulled muscle 	TT	3892	
609817	 ruptured muscle 	TT	3892	
609818	 torn tendon 	TT	367	
609819	 ruptured tendon 	TT	367	
609820	 tendon injury 	TT	3250	
609821	 sprain tendon 	TT	3250	
609822	 laceration cerebral 	TT	12770	
609823	 cerebral contusion 	TT	12770	
609824	 haematoma brain traumatic 	TTT	5682	
609825	 meningeal haemorrhage traumatic 	TTT	5682	
609826	 haemorrhage subarachnoid traumatic 	TTT	38304	
609827	 subdural haematoma / haemorrhage post trau 	TOIOTT	2883	
609828	 trauma cranial 	TT	16553	
609829	 injury head 	TT	403	
609830	 mild head injury 	TTT	2864	
609831	 intracranial injury 	TT	2864	
609832	 injury brain 	TT	2864	
